,track_name,available_markets,duration_ms,explicit,artists_names,principal_artist_name,principal_artist_followers,acousticness,danceability,energy,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,popularity,year,sound_system
0,"""The Take Over, The Breaks Over""","Europe, Africa, Asia, America, Oceania",213586,False,Fall Out Boy,Fall Out Boy,10246090,0.00614,0.609,0.917,9,0.0775,-2.563,B,0.0477,149.948,4,0.67,63,2007,D Major
1,#1,"Europe, Africa, Asia, America, Oceania",198760,True,Nelly,Nelly,2500796,0.0236,0.69,0.592,7,0.56,-5.973,B,0.3,179.98,4,0.466,57,2002,C Major
2,#3,"Europe, Africa, Asia, America, Oceania",464293,False,Aphex Twin,Aphex Twin,1190364,0.911,0.159,0.071,6,0.107,-27.109,A,0.0409,146.977,5,0.0602,65,1994,D Minor
3,#41,America,399800,False,Dave Matthews Band,Dave Matthews Band,1923688,0.00199,0.577,0.726,4,0.158,-8.011,A,0.0299,107.416,4,0.764,57,1996,C Minor
4,$outh $ide $uicide,"Europe, Africa, Asia, America, Oceania",169319,True,$uicideboy$;Pouya,$uicideboy$,5947594,0.00538,0.797,0.516,1,0.0728,-6.286,B,0.0832,109.993,4,0.0478,72,2015,F-Sharp Major
5,&,"Europe, Africa, Asia, America, Oceania",194586,False,Tally Hall,Tally Hall,591548,0.00135,0.532,0.88,11,0.348,-5.119,B,0.0362,95.921,4,0.727,63,2011,E Major
6,'Til You Can't,"Europe, Africa, Asia, America, Oceania",224213,False,Cody Johnson,Cody Johnson,932439,0.0513,0.501,0.815,1,0.106,-4.865,B,0.0436,160.087,4,0.46,77,2021,F-Sharp Major
7,'Til You Can't,"Europe, Africa, Asia, America, Oceania",224773,False,Cody Johnson,Cody Johnson,932439,0.0566,0.505,0.814,1,0.106,-4.905,B,0.0439,160.085,4,0.503,70,2021,F-Sharp Major
8,(Can't Get My) Head Around You,"Europe, Africa, Asia, America, Oceania",134760,False,The Offspring,The Offspring,5170330,0.00807,0.539,0.814,7,0.0916,-4.643,B,0.0771,143.28,4,0.646,70,2003,C Major
9,(Can't Live Without Your) Love And Affection - Remastered 2017,"Europe, Africa, Asia, America, Oceania",236435,False,Nelson,Nelson,89448,0.0423,0.541,0.904,1,0.0589,-6.384,B,0.0404,121.386,4,0.833,52,1990,F-Sharp Major
10,(Everything I Do) I Do It For You,America,394133,False,Bryan Adams,Bryan Adams,3257796,0.0775,0.526,0.365,1,0.0618,-12.605,B,0.028,131.253,4,0.253,66,1991,F-Sharp Major
11,(I Can't Help) Falling In Love With You,"Europe, Africa, Asia, America, Oceania",207440,False,UB40,UB40,2246684,0.0444,0.642,0.722,2,0.122,-13.031,B,0.0375,172.406,4,0.836,72,1993,D-Flat Major
12,"(I Got Spurs That) Jingle, Jangle, Jingle","Europe, Africa, Asia, America, Oceania",200066,False,Kay Kyser & His Orchestra,Kay Kyser & His Orchestra,6407,0.98,0.702,0.226,5,0.0653,-13.417,B,0.0457,92.42,4,0.881,54,1990,B-Flat Major
13,(I Just) Died In Your Arms,"Europe, Africa, Asia, America, Oceania",280400,False,Cutting Crew,Cutting Crew,391339,0.0158,0.625,0.726,11,0.0625,-11.402,A,0.0444,124.945,4,0.507,79,1986,D-Flat Minor
14,(I Love You) For Sentimental Reasons,"Europe, Africa, Asia, America, Oceania",184466,False,Nat King Cole,Nat King Cole,2095793,0.977,0.41,0.0418,1,0.117,-24.754,B,0.035,67.882,4,0.247,61,1991,F-Sharp Major
15,(I've Had) The Time Of My Life,"Europe, Africa, Asia, America, Oceania",289066,False,Bill Medley;Jennifer Warnes,Bill Medley,43089,0.125,0.663,0.784,6,0.214,-11.245,A,0.0438,108.492,4,0.505,69,1990,D Minor
16,"(I've Had) The Time Of My Life - From ""Dirty Dancing"" Soundtrack","Europe, Africa, Asia, America, Oceania",290333,False,Bill Medley;Jennifer Warnes,Bill Medley,43089,0.0404,0.697,0.669,6,0.0654,-12.723,A,0.0406,108.506,4,0.486,70,1987,D Minor
17,(It Goes Like) Nanana - Edit,"Europe, Africa, Asia, America, Oceania",231545,False,Peggy Gou,Peggy Gou,739417,0.12,0.671,0.876,7,0.0823,-5.681,A,0.0352,129.998,4,0.964,94,2023,A Minor
18,(Nice Dream),"Europe, Africa, Asia, America, Oceania",233226,False,Radiohead,Radiohead,8626437,0.163,0.263,0.566,9,0.225,-11.075,B,0.0344,172.851,3,0.375,62,1995,D Major
19,(Nothing But) Flowers - 2005 Remaster,America,332093,False,Talking Heads,Talking Heads,2220784,0.0507,0.604,0.842,4,0.218,-5.314,A,0.0407,120.769,4,0.913,49,1988,C Minor
20,(Rock) Superstar (feat. Chino Moreno & Everlast),"Europe, Africa, Asia, America, Oceania",276866,True,Cypress Hill;Chino Moreno;Everlast,Cypress Hill,1888194,0.0142,0.795,0.762,2,0.064,-6.972,B,0.261,94.223,4,0.722,65,2000,D-Flat Major
21,(Sittin' On) the Dock of the Bay,"Europe, Africa, Asia, America, Oceania",166826,False,Otis Redding,Otis Redding,2137252,0.724,0.484,0.312,2,0.0601,-13.522,B,0.0535,205.981,4,0.598,62,2007,D-Flat Major
22,(This Ain't) No Thinkin' Thing,"Europe, Africa, Asia, America, Oceania",242266,False,Trace Adkins,Trace Adkins,2569981,0.122,0.644,0.748,9,0.112,-6.303,A,0.0253,116.083,4,0.554,56,1996,B Minor
23,(What A) Wonderful World,"Europe, Africa, Asia, America, Oceania",125440,False,Sam Cooke,Sam Cooke,1527141,0.627,0.691,0.507,11,0.457,-10.23,B,0.0343,128.518,4,0.885,69,2000,E Major
24,(What This World Needs Is) A Few More Rednecks,"Europe, Africa, Asia, America, Oceania",222066,False,The Charlie Daniels Band,The Charlie Daniels Band,749771,0.339,0.719,0.572,0,0.301,-11.463,B,0.0365,100.432,4,0.756,56,1989,B Major
25,(You Drive Me) Crazy,"Europe, Africa, Asia, America, Oceania",198066,False,Britney Spears,Britney Spears,12744618,0.0534,0.748,0.939,0,0.32,-4.288,A,0.0341,104.001,4,0.96,69,1999,A-Flat Minor
26,(You're The) Devil in Disguise,"Europe, Africa, Asia, America, Oceania",140426,False,Elvis Presley,Elvis Presley,8651664,0.575,0.481,0.733,5,0.108,-7.633,B,0.165,122.909,4,0.874,67,2002,B-Flat Major
27,(dream),"Europe, Africa, Asia, America, Oceania",84741,False,salvia palth,salvia palth,713122,0.926,0.328,0.301,0,0.118,-13.283,B,0.0366,147.398,4,0.167,76,2013,B Major
28,(sic),America,199880,True,Slipknot,Slipknot,10035858,0.000536,0.38,0.994,7,0.0956,-4.638,B,0.124,96.325,4,0.267,59,1999,C Major
29,...& On,"Europe, Africa, Asia, America, Oceania",214133,True,Erykah Badu,Erykah Badu,2737528,0.413,0.78,0.343,1,0.307,-12.13,B,0.071,83.417,4,0.724,58,2000,F-Sharp Major
30,...And Justice for All (Remastered),America,585506,False,Metallica,Metallica,25788790,7.11e-05,0.382,0.793,4,0.0541,-7.342,A,0.183,173.583,4,0.424,55,1988,C Minor
31,"...And to Those I Love, Thanks for Sticking Around","Europe, Africa, Asia, America, Oceania",168489,True,$uicideboy$,$uicideboy$,5947594,0.124,0.792,0.511,2,0.14,-6.876,B,0.0409,113.983,4,0.111,82,2020,D-Flat Major
32,...Baby One More Time,"Europe, Africa, Asia, America, Oceania",211066,False,Britney Spears,Britney Spears,12744618,0.202,0.759,0.699,0,0.443,-5.745,A,0.0307,92.96,4,0.907,82,1999,A-Flat Minor
33,...Ready For It?,"Europe, Africa, Asia, America, Oceania",208186,False,Taylor Swift,Taylor Swift,84618954,0.0527,0.613,0.764,2,0.197,-6.509,B,0.136,160.015,4,0.417,85,2017,D-Flat Major
34,0 To 100 / The Catch Up,"Europe, Africa, Asia, America, Oceania",275226,True,Drake,Drake,79123685,0.737,0.559,0.716,11,0.252,-3.964,A,0.39,176.618,4,0.504,73,2013,D-Flat Minor
35,03' Bonnie & Clyde,"Europe, Africa, Asia, America, Oceania",205560,True,JAY-Z;Beyoncé,JAY-Z,8594492,0.23,0.759,0.678,9,0.15,-5.148,A,0.314,89.64,4,0.327,73,2002,B Minor
36,03’ Adolescence,"Europe, Africa, Asia, America, Oceania",264213,True,J. Cole,J. Cole,21215530,0.395,0.528,0.811,1,0.274,-6.181,B,0.59,70.58,4,0.26,66,2014,F-Sharp Major
37,1 Scale (feat. G Herbo),"Europe, Africa, Asia, America, Oceania",176040,True,Young Dolph;G Herbo,Young Dolph,2626650,0.0289,0.878,0.635,6,0.276,-5.811,A,0.24,135.035,4,0.331,70,2020,D Minor
38,1 Thing,"Europe, Africa, Asia, America, Oceania",238760,False,Amerie,Amerie,920241,0.107,0.612,0.961,10,0.0413,-3.078,A,0.333,129.873,5,0.867,66,2005,F-Sharp Minor
39,"1 step forward, 3 steps back","Europe, Africa, Asia, America, Oceania",163586,True,Olivia Rodrigo,Olivia Rodrigo,27465756,0.941,0.473,0.203,2,0.126,-12.627,B,0.102,168.884,4,0.419,80,2021,D-Flat Major
40,1+1,"Europe, Africa, Asia, America, Oceania",273880,False,Beyoncé,Beyoncé,35748235,0.382,0.365,0.382,6,0.0661,-7.344,B,0.0295,148.363,3,0.268,63,2011,F Major
41,"1, 2 Many","Europe, Africa, Asia, America, Oceania",180906,False,Luke Combs;Brooks & Dunn,Luke Combs,9144527,0.0397,0.54,0.821,6,0.423,-3.789,B,0.0873,148.798,4,0.685,75,2019,F Major
42,"1, 2, 3, 4","Europe, Africa, Asia, America, Oceania",198360,False,Plain White T's,Plain White T's,1195707,0.566,0.458,0.55,2,0.108,-7.092,B,0.0262,90.56,4,0.56,60,2008,D-Flat Major
43,1-800-273-8255,"Europe, Africa, Asia, America, Oceania",250173,True,Logic;Alessia Cara;Khalid,Logic,5936025,0.569,0.62,0.574,5,0.19,-7.788,A,0.0479,100.023,4,0.357,78,2017,G Minor
44,10 Bands,"Europe, Africa, Asia, America, Oceania",177733,True,Drake,Drake,79123685,0.265,0.825,0.756,11,0.0762,-3.687,A,0.383,172.938,4,0.888,68,2015,D-Flat Minor
45,10 Freaky Girls (with 21 Savage),"Europe, Africa, Asia, America, Oceania",208293,True,Metro Boomin;21 Savage,Metro Boomin,5466562,0.588,0.81,0.353,6,0.102,-9.931,A,0.31,88.031,4,0.0727,80,2018,D Minor
46,10's,"Europe, Africa, Asia, America, Oceania",289893,True,Pantera,Pantera,4581982,0.000598,0.357,0.812,4,0.125,-6.522,B,0.0445,110.788,4,0.108,57,1996,E-Flat Major
47,"10,000 Emerald Pools","Europe, Africa, Asia, America, Oceania",174693,False,BØRNS,BØRNS,1186057,0.00694,0.568,0.578,6,0.099,-5.589,B,0.0404,139.951,4,0.555,67,2015,F Major
48,"10,000 Hours (with Justin Bieber)","Europe, Africa, Asia, America, Oceania",167693,False,Dan + Shay;Justin Bieber,Dan + Shay,3046743,0.153,0.654,0.63,10,0.111,-4.644,B,0.0259,89.991,4,0.43,78,2019,A Major
49,"10,000 Reasons (Bless The Lord) - Live","Europe, Africa, Asia, America, Oceania",342493,False,Matt Redman,Matt Redman,609220,0.452,0.431,0.485,7,0.544,-8.085,B,0.0274,145.22,4,0.367,68,2011,C Major
50,100 In A 55,"Europe, Africa, Asia, America, Oceania",251266,False,Pop Evil,Pop Evil,529295,0.000812,0.488,0.725,0,0.0837,-4.522,B,0.0311,145.875,4,0.48,59,2009,B Major
51,100 Shots,"Europe, Africa, Asia, America, Oceania",264818,True,Young Dolph,Young Dolph,2626650,0.135,0.798,0.668,8,0.0583,-5.244,B,0.25,134.006,4,0.154,68,2017,G Major
52,100 Years,"Europe, Africa, Asia, America, Oceania",244600,False,Five For Fighting,Five For Fighting,840113,0.544,0.643,0.569,7,0.178,-7.459,B,0.0276,120.507,4,0.275,68,2003,C Major
53,1000 Blunts,"Europe, Africa, Asia, America, Oceania",175476,True,$uicideboy$,$uicideboy$,5947594,0.224,0.83,0.698,5,0.191,-6.517,A,0.077,132.99,4,0.595,79,2022,G Minor
54,10:35,"Europe, Africa, Asia, America, Oceania",172252,False,Tiësto;Tate McRae,Tiësto,7090263,0.0683,0.696,0.793,8,0.18,-5.733,B,0.097,120.003,4,0.698,83,2022,G Major
55,115,"Europe, Africa, Asia, America, Oceania",228160,False,Elena Siegman;Kevin Sherwood,Elena Siegman,15912,0.000105,0.363,0.933,8,0.102,-3.808,B,0.175,200.215,4,0.676,68,2011,G Major
56,1234,America,183666,False,Feist,Feist,743791,0.217,0.71,0.484,2,0.0879,-7.415,B,0.049,109.951,4,0.576,63,2007,D-Flat Major
57,12:51,"Europe, Africa, Asia, America, Oceania",153133,False,The Strokes,The Strokes,5167543,0.312,0.451,0.889,4,0.558,-3.838,B,0.0379,145.056,4,0.592,70,2003,E-Flat Major
58,"13 Pieces, Op. 76: No. 3 Carillon","Europe, Africa, Asia, America, Oceania",95226,False,Jean Sibelius;Håvard Gimse,Jean Sibelius,219962,0.992,0.253,0.0151,5,0.071,-31.25,B,0.0373,72.412,3,0.0505,63,2003,B-Flat Major
59,1400 / 999 Freestyle,"Europe, Africa, Asia, America, Oceania",175954,True,Trippie Redd;Juice WRLD,Trippie Redd,8975480,0.0079,0.825,0.572,6,0.113,-6.067,A,0.0864,141.991,4,0.568,76,2018,D Minor
60,15 Step,"Europe, Africa, Asia, America, Oceania",237293,False,Radiohead,Radiohead,8626437,0.0477,0.598,0.854,1,0.0934,-7.584,B,0.0422,94.458,4,0.844,66,2007,F-Sharp Major
61,151 Rum,"Europe, Africa, Asia, America, Oceania",156780,True,JID,JID,1306825,0.155,0.756,0.867,7,0.33,-3.626,B,0.162,129.983,4,0.666,72,2018,C Major
62,16,"Europe, Africa, Asia, America, Oceania",156040,True,Baby Keem,Baby Keem,1660193,0.0918,0.701,0.782,1,0.124,-4.987,B,0.138,94.03,4,0.57,80,2021,F-Sharp Major
63,16 Mirrors,America,87093,False,Alex G,Alex G,986278,0.638,0.564,0.3,2,0.101,-7.349,B,0.0887,121.888,4,0.0487,71,2012,D-Flat Major
64,"16 Waltzes, Op. 39 (1867 version): No. 3 in G-Sharp Minor","Europe, Africa, Asia, America, Oceania",52200,False,Johannes Brahms;Idil Biret,Johannes Brahms,905309,0.995,0.287,0.00703,8,0.0997,-41.696,A,0.0518,124.244,3,0.693,61,1995,E Minor
65,"16 Waltzes, Op. 39: No. 15 In A Flat Major","Europe, Africa, Asia, America, Oceania",94333,False,Johannes Brahms;Idil Biret,Johannes Brahms,905309,0.996,0.387,0.00906,8,0.0985,-34.559,B,0.0455,67.855,3,0.133,64,1994,G Major
66,17 Años,America,181306,False,Los Ángeles Azules,Los Ángeles Azules,7198802,0.467,0.738,0.483,0,0.086,-9.097,B,0.0526,90.941,4,0.774,73,1999,B Major
67,18,"Europe, Africa, Asia, America, Oceania",157360,False,Anarbor,Anarbor,216489,0.0603,0.724,0.854,11,0.0805,-2.779,B,0.0997,98.056,4,0.88,64,2013,E Major
68,18,"Europe, Africa, Asia, America, Oceania",248360,False,One Direction,One Direction,32936300,0.22,0.681,0.582,6,0.119,-7.76,A,0.0313,124.038,4,0.221,82,2014,D Minor
69,18 and Life,"Europe, Africa, Asia, America, Oceania",229960,False,Skid Row,Skid Row,2711255,0.0023,0.466,0.648,1,0.112,-11.101,A,0.028,90.435,4,0.305,72,1989,E-Flat Minor
70,18 and Life,"Europe, Africa, Asia, America, Oceania",231280,False,Skid Row,Skid Row,2711255,0.000384,0.457,0.794,1,0.131,-6.624,A,0.0298,90.439,4,0.354,59,1998,E-Flat Minor
71,19 Somethin' - Greatest Hits Version,"Europe, Africa, Asia, America, Oceania",200466,False,Mark Wills,Mark Wills,327520,0.132,0.58,0.816,4,0.0776,-5.165,B,0.0726,89.938,4,0.814,62,2002,E-Flat Major
72,19-2000,America,210880,False,Gorillaz,Gorillaz,10797791,0.177,0.815,0.72,7,0.16,-7.311,B,0.0536,89.914,4,0.946,59,2001,C Major
73,1901,"Europe, Africa, Asia, America, Oceania",193106,False,Phoenix,Phoenix,1875653,0.0601,0.59,0.829,0,0.19,-5.649,B,0.0419,144.099,4,0.704,74,2009,B Major
74,1952 Vincent Black Lightning,"Europe, Africa, Asia, America, Oceania",283493,False,Richard Thompson,Richard Thompson,87427,0.374,0.488,0.209,10,0.103,-19.549,B,0.0369,120.63,4,0.362,56,1991,A Major
75,1979 - Remastered 2012,"Europe, Africa, Asia, America, Oceania",266200,False,The Smashing Pumpkins,The Smashing Pumpkins,4669535,0.0163,0.767,0.787,3,0.0513,-9.897,B,0.0331,126.879,4,0.964,79,1995,A-Flat Major
76,1980,"Europe, Africa, Asia, America, Oceania",199986,True,Rehab;Steaknife,Rehab,318319,0.0644,0.764,0.642,2,0.142,-5.234,B,0.0867,107.84,4,0.328,57,2005,D-Flat Major
77,1982,"Europe, Africa, Asia, America, Oceania",179306,False,Randy Travis,Randy Travis,1648349,0.0986,0.614,0.53,9,0.09,-8.129,B,0.0254,108.051,4,0.58,54,1986,D Major
78,1985,"Europe, Africa, Asia, America, Oceania",193000,False,Bowling For Soup,Bowling For Soup,1082077,0.000242,0.606,0.887,4,0.337,-4.404,B,0.0598,119.974,4,0.903,72,2004,E-Flat Major
79,"1Train (feat. Kendrick Lamar, Joey Bada$$, Yelawolf, Danny Brown, Action Bronson & Big K.R.I.T.)","Europe, Africa, Asia, America, Oceania",372173,True,A$AP Rocky;Kendrick Lamar;Joey Bada$$;Yelawolf;Danny Brown;Action Bronson;Big K.R.I.T.,A$AP Rocky,12727497,0.351,0.489,0.878,2,0.698,-3.36,B,0.368,81.497,4,0.775,65,2013,D-Flat Major
80,1st of Tha Month,"Europe, Africa, Asia, America, Oceania",314680,True,Bone Thugs-N-Harmony,Bone Thugs-N-Harmony,2806569,0.0777,0.729,0.581,5,0.696,-8.235,A,0.18,74.038,4,0.508,70,1995,G Minor
81,"2 Aquarelles: Lento, ma non troppo","Europe, Africa, Asia, America, Oceania",132120,False,Frederick Delius;Royal Northern Sinfonia;David Lloyd-Jones,Frederick Delius,24629,0.97,0.176,0.0534,10,0.29,-27.626,B,0.0406,71.673,5,0.0332,65,2002,A Major
82,2 Become 1,"Europe, Africa, Asia, America, Oceania",241026,False,Spice Girls,Spice Girls,3155134,0.326,0.646,0.665,6,0.238,-7.878,B,0.0268,143.966,4,0.7,68,1996,F Major
83,2 Legit 2 Quit,"Europe, Africa, Asia, America, Oceania",333624,False,MC Hammer;Saja,MC Hammer,602437,0.0394,0.853,0.884,1,0.0313,-6.771,B,0.0836,124.542,4,0.668,52,1991,F-Sharp Major
84,2 Of Amerikaz Most Wanted,"Europe, Africa, Asia, America, Oceania",246666,True,2Pac;Snoop Dogg,2Pac,16058064,0.0426,0.853,0.876,1,0.0548,-3.415,B,0.131,99.236,4,0.845,62,1998,F-Sharp Major
85,2 Of Amerikaz Most Wanted (ft. Snoop Doggy Dogg),"Europe, Africa, Asia, America, Oceania",246533,True,2Pac;Snoop Dogg,2Pac,16058064,0.0248,0.849,0.904,8,0.0545,-4.78,B,0.138,99.258,4,0.854,72,1996,G Major
86,2 On (feat. ScHoolboy Q),"Europe, Africa, Asia, America, Oceania",227000,True,Tinashe;ScHoolboy Q,Tinashe,2650739,0.15,0.742,0.595,9,0.111,-7.51,B,0.107,101.013,4,0.431,75,2014,D Major
87,2 Phones,"Europe, Africa, Asia, America, Oceania",240000,True,Kevin Gates,Kevin Gates,6019162,0.157,0.895,0.681,7,0.189,-5.267,A,0.358,121.918,4,0.554,70,2016,A Minor
88,20 Min,"Europe, Africa, Asia, America, Oceania",220586,True,Lil Uzi Vert,Lil Uzi Vert,15793012,0.109,0.773,0.75,8,0.174,-4.009,A,0.117,123.426,4,0.783,84,2017,E Minor
89,20 Rosas,America,194560,False,Los Ángeles Azules,Los Ángeles Azules,7198802,0.301,0.657,0.376,7,0.0563,-8.117,B,0.0323,86.372,4,0.792,71,1999,C Major
90,20 Something,"Europe, Africa, Asia, America, Oceania",198160,True,SZA,SZA,14432107,0.739,0.569,0.299,11,0.054,-8.603,B,0.275,81.049,4,0.505,71,2017,E Major
91,2002,"Europe, Africa, Asia, America, Oceania",186986,False,Anne-Marie,Anne-Marie,11135390,0.0372,0.697,0.683,1,0.137,-2.881,A,0.117,96.133,4,0.603,83,2018,E-Flat Minor
92,2009,"Europe, Africa, Asia, America, Oceania",347986,True,Mac Miller,Mac Miller,9435294,0.77,0.533,0.496,6,0.0969,-9.363,A,0.517,155.158,4,0.173,70,2018,D Minor
93,2055,"Europe, Africa, Asia, America, Oceania",123986,True,Sleepy Hallow,Sleepy Hallow,1475166,0.492,0.829,0.512,6,0.12,-5.865,A,0.187,80.511,4,0.638,83,2021,D Minor
94,21,"Europe, Africa, Asia, America, Oceania",163797,True,Polo G,Polo G,10015067,0.149,0.783,0.479,7,0.101,-10.646,B,0.541,176.027,4,0.533,77,2020,C Major
95,21 Guns,"Europe, Africa, Asia, America, Oceania",321093,False,Green Day,Green Day,14294445,0.0518,0.268,0.742,5,0.626,-4.939,B,0.0355,159.779,4,0.416,76,2009,B-Flat Major
96,"21 Hungarian Dances, WoO 1 (version for orchestra): Hungarian Dance No. 5 (orch. Schmeling)","Europe, Africa, Asia, America, Oceania",135773,False,Johannes Brahms;Budapest Symphony Orchestra;Istvan Bogar,Johannes Brahms,905309,0.929,0.32,0.127,7,0.25,-15.953,A,0.0366,144.451,3,0.272,58,1988,A Minor
97,21 Questions,"Asia, America, Oceania",224426,True,50 Cent;Nate Dogg,50 Cent,12266111,0.353,0.576,0.807,6,0.0512,-3.908,A,0.317,90.012,4,0.908,76,2003,D Minor
98,21st Century (Digital Boy),"Europe, Africa, Asia, America, Oceania",169013,False,Bad Religion,Bad Religion,1218466,6.71e-05,0.447,0.979,5,0.316,-3.742,B,0.0565,133.685,4,0.633,61,1990,B-Flat Major
99,22,"Europe, Africa, Asia, America, Oceania",232120,False,Taylor Swift,Taylor Swift,84618954,0.00215,0.661,0.729,7,0.0477,-6.561,B,0.0376,103.987,4,0.668,72,2012,C Major
100,22 (Taylor's Version),"Europe, Africa, Asia, America, Oceania",230960,False,Taylor Swift,Taylor Swift,84618954,0.000443,0.642,0.695,7,0.0753,-5.62,B,0.0281,103.984,4,0.642,80,2021,C Major
101,223's (feat. 9lokknine),"Europe, Africa, Asia, America, Oceania",176640,True,YNW Melly;9lokknine,YNW Melly,9464850,0.0388,0.932,0.547,0,0.0924,-7.787,A,0.333,94.998,4,0.695,74,2019,A-Flat Minor
102,23,"Europe, Africa, Asia, America, Oceania",179720,False,Sam Hunt,Sam Hunt,2314637,0.0206,0.641,0.78,3,0.143,-5.138,B,0.0852,98.004,4,0.693,70,2021,A-Flat Major
103,23,"Europe, Africa, Asia, America, Oceania",228144,False,Chayce Beckham,Chayce Beckham,75381,0.276,0.626,0.583,0,0.141,-7.346,A,0.0318,87.977,4,0.428,78,2021,A-Flat Minor
104,23,"Europe, Africa, Asia, America, Oceania",252520,True,Mike WiLL Made-It;Miley Cyrus;Wiz Khalifa;Juicy J,Mike WiLL Made-It,1532474,0.000362,0.859,0.599,9,0.13,-5.254,B,0.0614,140.005,4,0.319,71,2013,D Major
105,24 (feat. Lil Baby),"Europe, Africa, Asia, America, Oceania",182857,True,Money Man;Lil Baby,Money Man,541613,0.146,0.868,0.638,2,0.0931,-7.746,B,0.0736,126.03,4,0.459,72,2020,D-Flat Major
106,"24 Preludes, Op. 11: No. 1 in C Major","Europe, Africa, Asia, America, Oceania",62506,False,Alexander Scriabin;Evgeny Zarafiants,Alexander Scriabin,63051,0.991,0.351,0.273,0,0.253,-21.277,B,0.051,71.184,3,0.0629,60,2000,B Major
107,24's (Vocals Only),"Europe, Africa, Asia, America, Oceania",282906,False,T.I.,T.I.,4670949,0.227,0.739,0.725,6,0.0991,-4.301,B,0.203,162.06,4,0.582,57,2003,F Major
108,24K Magic,"Europe, Africa, Asia, America, Oceania",225983,False,Bruno Mars,Bruno Mars,50572176,0.034,0.818,0.803,1,0.153,-4.282,B,0.0797,106.97,4,0.632,81,2016,F-Sharp Major
109,2am,"Europe, Africa, Asia, America, Oceania",299600,False,Slightly Stoopid,Slightly Stoopid,701396,0.00594,0.794,0.577,2,0.0708,-8.549,B,0.111,82.46,4,0.645,63,2007,D-Flat Major
110,2hrs,"Europe, Africa, Asia, America, Oceania",64722,True,tobi lou,tobi lou,393401,0.362,0.844,0.424,2,0.589,-8.365,B,0.0836,111.226,3,0.434,76,2020,D-Flat Major
111,2nd Hand,"Europe, Africa, Asia, America, Oceania",123468,True,$uicideboy$,$uicideboy$,5947594,0.0307,0.933,0.424,1,0.101,-6.686,B,0.127,139.977,4,0.0775,74,2017,F-Sharp Major
112,3 Headed Goat (feat. Lil Baby & Polo G),"Europe, Africa, Asia, America, Oceania",169531,True,Lil Durk;Lil Baby;Polo G,Lil Durk,6107393,0.269,0.846,0.48,8,0.0989,-8.618,A,0.359,143.029,4,0.419,76,2020,E Minor
113,3 Libras,"Europe, Africa, Asia, America, Oceania",219640,False,A Perfect Circle,A Perfect Circle,1748154,0.00383,0.518,0.744,9,0.078,-8.248,B,0.0374,144.019,3,0.211,63,2000,D Major
114,3 Nights,"Europe, Africa, Asia, America, Oceania",177666,False,Dominic Fike,Dominic Fike,1255843,0.223,0.815,0.518,7,0.104,-6.594,A,0.0897,151.891,4,0.877,77,2018,A Minor
115,3 Peat,"Europe, Africa, Asia, America, Oceania",199426,True,Lil Wayne,Lil Wayne,13995427,0.00112,0.769,0.66,9,0.078,-7.37,B,0.33,153.092,4,0.471,58,2008,D Major
116,3's & 7's,America,214066,False,Queens of the Stone Age,Queens of the Stone Age,3334950,0.0651,0.438,0.99,10,0.359,-3.89,A,0.108,131.306,4,0.452,58,2007,F-Sharp Minor
117,3005,"Europe, Africa, Asia, America, Oceania",234215,True,Childish Gambino,Childish Gambino,11331608,0.112,0.664,0.447,6,0.091,-7.272,A,0.289,83.138,4,0.659,81,2013,D Minor
118,34+35,"Europe, Africa, Asia, America, Oceania",173710,True,Ariana Grande,Ariana Grande,93325304,0.237,0.83,0.585,0,0.248,-6.476,B,0.094,109.978,4,0.485,80,2020,B Major
119,3:15 (Breathe),"Europe, Africa, Asia, America, Oceania",184000,True,Russ,Russ,4924694,0.591,0.451,0.627,8,0.118,-4.59,B,0.127,74.69,4,0.77,83,2021,G Major
120,3AM,"Europe, Africa, Asia, America, Oceania",225946,False,Matchbox Twenty,Matchbox Twenty,2412619,0.00573,0.521,0.673,8,0.12,-8.685,B,0.0284,108.031,4,0.543,75,1996,G Major
121,3rd Planet,"Europe, Africa, Asia, America, Oceania",238493,True,Modest Mouse,Modest Mouse,1406838,0.326,0.536,0.567,7,0.109,-7.512,B,0.113,82.191,4,0.433,53,2000,C Major
122,4 Da Gang (with Roddy Ricch),"Europe, Africa, Asia, America, Oceania",156367,True,42 Dugg;Roddy Ricch,42 Dugg,851239,0.0124,0.87,0.561,7,0.103,-10.388,B,0.186,100.458,4,0.691,71,2021,C Major
123,4 Minutes (feat. Justin Timberlake & Timbaland),"Europe, Africa, Asia, America, Oceania",189693,False,Madonna;Justin Timberlake;Timbaland,Madonna,7182448,0.00994,0.753,0.931,2,0.234,-4.922,B,0.0652,113.029,4,0.767,76,2009,D-Flat Major
124,4 Page Letter,"Europe, Africa, Asia, America, Oceania",292400,False,Aaliyah,Aaliyah,3988408,0.021,0.815,0.453,2,0.0402,-4.956,B,0.118,118.957,4,0.333,58,1996,D-Flat Major
125,4 The Betta,"Europe, Africa, Asia, America, Oceania",132115,True,LUCKI,LUCKI,587206,0.233,0.78,0.453,6,0.114,-9.926,B,0.337,155.984,4,0.305,69,2019,F Major
126,4 Your Eyez Only,"Europe, Africa, Asia, America, Oceania",530253,True,J. Cole,J. Cole,21215530,0.367,0.701,0.485,11,0.0852,-10.305,A,0.364,78.863,4,0.496,68,2016,D-Flat Minor
